Account: UC - Berkeley,,,,,,,
User: Sam,,,,,,,
Generated On: 02/24/2026,,,,,,,
For Time Period: January 1  2023 - January 1  2024,,,,,,,
Filters: ,,,,,,,
Streams: All,,,,,,,
Groups: All,,,,,,,
Ordered Route: All,,,,,,,
,,,,,,,
,,,,,,,
Serial,Description,Capacity,Stream Type,Reason,Fullness Level at Collection,Collection Time,Note
1515691,E25 Cronk Gate,Smart Max,Compostables,Fullness,60%,1/19/2023 9:02,-
1515692,U15 Sather Gate,Smart Max,Waste,Fullness,80%,1/19/2023 9:46,-
1514023,U25 Anthropology and Art Practice (Landfill),Smart Max,Waste,Fullness,60%,1/19/2023 9:51,-
2503765,E18 Latimer Courtyard,Smart Max,Waste,Fullness,80%,1/19/2023 9:58,-
1515704,E05 V&A Cafe/Etcheverry,Smart Max,Waste,Fullness,60%,1/19/2023 10:07,-
1516538,U28 Wheeler,Smart Max,Compostables,Fullness,60%,1/19/2023 10:37,-
1515784,U19 Wheeler Walkway,Smart Max,Compostables,Fullness,60%,1/19/2023 10:40,-
1515791,U05 Cesar Chavez,Smart Max,Compostables,Fullness,60%,1/19/2023 10:53,-
1514003,W11 Moffitt Library @ Press,Smart Max,Compostables,Fullness,80%,1/19/2023 11:17,-
1515748,E12 Evans Hall Bus Stop,Smart Max,Compostables,Not Ready,20%,1/19/2023 11:29,-
1515694,U11 Golden Bear NE,Smart Max,Waste,Fullness,100%,1/19/2023 12:34,-
1515678,U20 Sproul Hall UCPD,Smart Max,Waste,Fullness,60%,1/19/2023 12:44,-
1516551,U30 Birge Path,Smart Max,Waste,Fullness,60%,1/19/2023 13:31,-
1503621,E19 South Path Drive,Smart Max,Waste,Fullness,60%,1/19/2023 13:36,-
1503632,W08 University Drive,Smart Max,Waste,Fullness,80%,1/19/2023 13:42,-
1515711,U07 Cal Book Store,Smart Max,Waste,Fullness,80%,1/19/2023 13:51,-
1515681,U02 Spieker Plaza Center,Smart Max,Waste,Fullness,60%,1/19/2023 13:59,-
1514010,W05 Brown’s Cafe,Smart Max,Compostables,Fullness,60%,1/20/2023 4:39,-
1516549,W17 Mulford Hall,Smart Max,Compostables,Fullness,80%,1/20/2023 4:41,-
1503649,W04 Morgan Hall,Smart Max,Compostables,Fullness,60%,1/20/2023 4:47,-
1515688,W01 Lower Crescent,Smart Max,Compostables,Fullness,60%,1/20/2023 4:52,-
2503761,W06 West Circle,Smart Max,Compostables,Fullness,80%,1/20/2023 5:03,-
1520919,E26  Bechtel West Side,Smart Max,Waste,Fullness,60%,1/20/2023 5:15,-
1515701,E07 Sutardja Dai Hall/Yali's 2,Smart Max,Waste,Fullness,60%,1/20/2023 5:17,-
1515700,E06 Sutardja Dali Hall/Yali's 1,Smart Max,Waste,Fullness,60%,1/20/2023 5:21,-
1515673,E04 North Gate Entrance,Smart Max,Waste,Fullness,80%,1/20/2023 5:24,-
1515686,E05 V&A Cafe/Etcheverry,Smart Max,Compostables,Fullness,80%,1/20/2023 5:29,-
1515750,E02 North Entrance Memorial Glade,Smart Max,Compostables,Fullness,80%,1/20/2023 5:55,-
1515789,E15 Bancroft Library,Smart Max,Compostables,Fullness,60%,1/20/2023 6:00,-
1503644,E17 Tan/Campbell,Smart Max,Compostables,Fullness,60%,1/20/2023 6:09,-
1520912,E30 Tan Hall North Side,Smart Max,Compostables,Fullness,60%,1/20/2023 6:11,-
1515714,"U24 Rice & Bones, Wurster",Smart Max,Compostables,Not Ready,40%,1/20/2023 6:21,-
1515671,"U24 Rice & Bones, Wurster",Smart Max,Waste,Fullness,60%,1/20/2023 6:22,-
1503624,E22 May Morrison Hall,Smart Max,Waste,Fullness,60%,1/20/2023 6:24,-
1503633,W18 Campanile Way West Entrance,Smart Max,Waste,Fullness,60%,1/20/2023 6:30,-
2503766,U21 Social Sciences Building,Smart Max,Waste,Fullness,60%,1/20/2023 6:31,-
1514009,E24 Chiet Hall,Smart Max,Compostables,Not Ready,20%,1/20/2023 6:31,-
1514007,E21 Cafe Think,Smart Max,Compostables,Not Ready,20%,1/20/2023 6:33,-
1515692,U15 Sather Gate,Smart Max,Waste,Fullness,60%,1/20/2023 6:34,-
1515744,U13 Bancroft Way,Smart Max,Waste,Fullness,100%,1/20/2023 6:39,-
1514001,U16 Durant Hall,Smart Max,Compostables,Fullness,60%,1/20/2023 6:40,-
1515757,W12 VLSB/Campanile Way,Smart Max,Compostables,Fullness,80%,1/20/2023 6:43,-
1515791,U05 Cesar Chavez,Smart Max,Compostables,Not Ready,40%,1/20/2023 6:46,-
1520920,Stadium Gate 4,Smart Max,Compostables,Not Ready,0%,1/20/2023 6:49,-
1520911,Stadium Gate 4,Smart Max,Waste,Not Ready,20%,1/20/2023 6:50,-
1515780,U09 MLK Ramp,Smart Max,Waste,Fullness,60%,1/20/2023 6:56,-
1520906,Stadium Gate 3,Smart Max,Bottles/Cans,Not Ready,0%,1/20/2023 6:58,-
1520907,Stadium Gate 4,Smart Max,Bottles/Cans,Not Ready,0%,1/20/2023 6:58,-
1515696,U08 MLK Courtyard,Smart Max,Waste,Fullness,60%,1/20/2023 6:59,-
1520914,Stadium Gate 3,Smart Max,Waste,Not Ready,40%,1/20/2023 7:02,-
1520925,Stadium Gate 3,Smart Max,Compostables,Not Ready,20%,1/20/2023 7:05,-
1515679,U04 Zellerbach,Smart Max,Waste,Not Ready,40%,1/20/2023 7:07,-
1515790,U12 Upper MLK Union,Smart Max,Compostables,Fullness,80%,1/20/2023 7:08,-
1515685,U13 Bancroft Way,Smart Max,Compostables,Fullness,80%,1/20/2023 7:11,-
2503767,U26 A&E Sproul,Smart Max,Waste,Fullness,60%,1/20/2023 7:11,-
1520913,U23 Law Building west of Heyman Terrace,Smart Max,Waste,Fullness,60%,1/20/2023 7:19,-
1514029,E21 Cafe Think,Smart Max,Waste,Fullness,80%,1/20/2023 7:22,-
1515787,E01 California Hall,Smart Max,Compostables,Not Ready,40%,1/20/2023 7:28,-
1515758,U17 Dwinelle Plaza Entry,Smart Max,Compostables,Fullness,60%,1/20/2023 7:31,-
1515749,U07 Cal Book Store,Smart Max,Compostables,Fullness,80%,1/20/2023 7:35,-
1515753,U08 MLK Courtyard,Smart Max,Compostables,Fullness,80%,1/20/2023 7:37,-
1515759,U09 MLK Ramp,Smart Max,Compostables,Fullness,80%,1/20/2023 7:39,-
1515687,U20 Sproul Hall UCPD,Smart Max,Compostables,Fullness,60%,1/20/2023 7:51,-
1515728,W01 Lower Crescent,Smart Max,Bottles/Cans,Fullness,80%,1/20/2023 8:01,-
1516527,U28 Wheeler,Smart Max,Bottles/Cans,Fullness,60%,1/20/2023 8:09,-
1515734,U19 Wheeler Walkway,Smart Max,Bottles/Cans,Fullness,80%,1/20/2023 8:11,-
1515716,E16 Campanile,Smart Max,Compostables,Not Ready,0%,1/20/2023 8:16,-
1515724,U11 Golden Bear Cafe Entry,Smart Max,Bottles/Cans,Fullness,100%,1/20/2023 8:16,-
1515769,U12 Upper MLK Union,Smart Max,Bottles/Cans,Not Ready,20%,1/20/2023 8:18,-
1503651,E14 Physics,Smart Max,Compostables,Fullness,40%,1/20/2023 8:19,-
1515779,U13 Bancroft Way,Smart Max,Bottles/Cans,Fullness,80%,1/20/2023 8:20,-
1514003,W11 Moffitt Library @ Press,Smart Max,Compostables,Not Ready,20%,1/20/2023 8:23,-
1515735,U20 Sproul Hall UCPD,Smart Max,Bottles/Cans,Fullness,60%,1/20/2023 8:26,-
1503614,W08 University Drive,Smart Max,Compostables,Not Ready,0%,1/20/2023 8:31,-
1516544,U33 Spieker Plaza,Smart Max,Compostables,Fullness,60%,1/20/2023 8:32,-
1514019,U25 Anthropology and Art Practice (B/C),Smart Max,Bottles/Cans,Fullness,80%,1/20/2023 8:33,-
1516535,West Circle,Smart Max,Bottles/Cans,Fullness,60%,1/20/2023 8:35,-
1515739,U17 Dwinelle Plaza Entry,Smart Max,Bottles/Cans,Fullness,80%,1/20/2023 9:11,-
1514020,E21 Cafe Think,Smart Max,Bottles/Cans,Fullness,60%,1/20/2023 9:14,-
1515719,W03 Li Ka Shing Hall,Smart Max,Compostables,Not Ready,20%,1/20/2023 9:28,-
1515761,E05 V&A Cafe/Etcheverry,Smart Max,Bottles/Cans,Fullness,60%,1/20/2023 9:32,-
1520905,E30 Tan Hall North Side,Smart Max,Bottles/Cans,Fullness,60%,1/20/2023 9:38,-
1520926,UC Botanical Gardens,Smart Max,Compostables,Not Ready,20%,1/20/2023 9:59,-
1515672,U14 Sproul Hall Steps,Smart Max,Waste,Fullness,60%,1/20/2023 13:30,-
1515747,U17 Dwinelle Plaza Entry,Smart Max,Waste,Fullness,80%,1/20/2023 13:42,-
1515667,U18 Dwinelle Walkway,Smart Max,Waste,Fullness,60%,1/20/2023 13:45,-
1516548,W17 Mulford Hall,Smart Max,Waste,Fullness,60%,1/20/2023 13:53,-
1514032,W05 Brown’s Cafe,Smart Max,Waste,Fullness,80%,1/20/2023 13:57,-
1515702,U19 Wheeler Walkway,Smart Max,Waste,Fullness,60%,1/21/2023 6:34,-
1515692,U15 Sather Gate,Smart Max,Waste,Fullness,60%,1/21/2023 6:37,-
1515693,U12 Upper MLK Union,Smart Max,Waste,Fullness,80%,1/21/2023 6:41,-
1515694,U11 Golden Bear NE,Smart Max,Waste,Fullness,100%,1/21/2023 6:44,-
1515696,U08 MLK Courtyard,Smart Max,Waste,Fullness,60%,1/21/2023 6:47,-
2503769,U03 Grade Street,Smart Max,Waste,Fullness,60%,1/21/2023 6:53,-
1516550,U33 Spieker Plaza,Smart Max,Waste,Fullness,60%,1/21/2023 6:58,-
1515710,E29 Campanile East,Smart Max,Waste,Fullness,60%,1/21/2023 7:15,-
1515695,E15 Bancroft Library,Smart Max,Waste,Fullness,60%,1/21/2023 7:18,-
1514026,W11 Moffitt Library @ Press,Smart Max,Waste,Fullness,80%,1/21/2023 7:23,-
2503768,W06 West Circle,Smart Max,Waste,Fullness,80%,1/21/2023 7:29,-
1520917,E30 Tan Hall North Side,Smart Max,Waste,Fullness,60%,1/21/2023 8:01,-
1516551,U30 Birge Path,Smart Max,Waste,Not Ready,0%,1/21/2023 8:14,-
1516555,U32 HFA / Hearst Gym - West Side,Smart Max,Waste,Fullness,60%,1/21/2023 8:19,-
1516552,West Circle,Smart Max,Waste,Fullness,60%,1/21/2023 8:25,-
1515783,U05 Cesar Chavez,Smart Max,Waste,Fullness,80%,1/21/2023 8:28,-
2503772,W06 West Circle,Smart Max,Bottles/Cans,Fullness,80%,1/21/2023 8:41,-
1515669,W03 Li Ka Shing Hall,Smart Max,Waste,Fullness,60%,1/21/2023 8:45,-
1514016,W05 Brown’s Cafe,Smart Max,Bottles/Cans,Fullness,80%,1/21/2023 8:57,-
1503639,E22 May Morrison Hall,Smart Max,Bottles/Cans,Fullness,60%,1/21/2023 9:12,-
1515767,U08 MLK Courtyard,Smart Max,Bottles/Cans,Fullness,80%,1/21/2023 9:15,-
1515721,U02 Spieker Plaza Center,Smart Max,Bottles/Cans,Fullness,80%,1/21/2023 9:18,-
1515786,U15 Sather Gate,Smart Max,Compostables,Fullness,80%,1/21/2023 11:36,-
1515751,U14 Sproul Hall Steps,Smart Max,Compostables,Fullness,80%,1/21/2023 11:48,-
1515758,U17 Dwinelle Plaza Entry,Smart Max,Compostables,Fullness,60%,1/21/2023 11:49,-
1515718,U18 Dwinelle Walkway,Smart Max,Compostables,Fullness,80%,1/21/2023 11:52,-
1515756,E06 Sutardja Dali Hall/Yali's 1,Smart Max,Compostables,Fullness,80%,1/21/2023 12:40,-
1520922,E26  Bechtel West Side,Smart Max,Compostables,Fullness,60%,1/21/2023 12:43,-
1515752,E29 Campanile East,Smart Max,Compostables,Fullness,60%,1/21/2023 12:49,-
1515784,U19 Wheeler Walkway,Smart Max,Compostables,Fullness,80%,1/21/2023 12:51,-
1515753,U08 MLK Courtyard,Smart Max,Compostables,Fullness,60%,1/21/2023 12:54,-
2503764,U21 Social Sciences Building,Smart Max,Compostables,Fullness,40%,1/21/2023 12:59,-
1516545,U32 HFA / Hearst Gym - West Side,Smart Max,Compostables,Fullness,60%,1/21/2023 13:01,-
1514005,U25 Anthropology and Art Practice (Compost),Smart Max,Compostables,Fullness,80%,1/21/2023 13:04,-
1514010,W05 Brown’s Cafe,Smart Max,Compostables,Fullness,80%,1/21/2023 13:14,-
1520920,Stadium Gate 4,Smart Max,Compostables,Fullness,60%,1/22/2023 10:43,-
1503636,E28 Library/Campanile Way,Smart Max,Compostables,Not Ready,0%,1/23/2023 4:57,-
1515670,W01 Lower Crescent,Smart Max,Waste,Fullness,80%,1/23/2023 6:28,-
1515790,U12 Upper MLK Union,Smart Max,Compostables,Not Ready,40%,1/23/2023 6:35,-
1515791,U05 Cesar Chavez,Smart Max,Compostables,Fullness,60%,1/23/2023 6:43,-
1516557,W15 Koshland,Smart Max,Waste,Fullness,60%,1/23/2023 6:44,-
1516537,U30 Birge Path,Smart Max,Compostables,Fullness,60%,1/23/2023 6:51,-
1515743,E02 North Entrance Memorial Glade,Smart Max,Waste,Fullness,80%,1/23/2023 6:53,-
1514003,W11 Moffitt Library @ Press,Smart Max,Compostables,Fullness,60%,1/23/2023 7:02,-
1503636,E28 Library/Campanile Way,Smart Max,Compostables,Fullness,60%,1/23/2023 7:11,-
1515747,U17 Dwinelle Plaza Entry,Smart Max,Waste,Fullness,80%,1/23/2023 7:15,-
2503763,U03 Grade Street,Smart Max,Compostables,Fullness,60%,1/23/2023 7:16,-
1515667,U18 Dwinelle Walkway,Smart Max,Waste,Fullness,80%,1/23/2023 7:20,-
1503616,W18 Campanile Way West Entrance,Smart Max,Compostables,Fullness,60%,1/23/2023 7:24,-
1515672,U14 Sproul Hall Steps,Smart Max,Waste,Fullness,60%,1/23/2023 7:25,-
1516539,W15 Koshland,Smart Max,Compostables,Fullness,60%,1/23/2023 7:27,-
1515744,U13 Bancroft Way,Smart Max,Waste,Fullness,80%,1/23/2023 7:30,-
1515780,U09 MLK Ramp,Smart Max,Waste,Not Ready,40%,1/23/2023 7:34,-
1515711,U07 Cal Book Store,Smart Max,Waste,Fullness,80%,1/23/2023 7:36,-
1516550,U33 Spieker Plaza,Smart Max,Waste,Not Ready,40%,1/23/2023 7:49,-
1514007,E21 Cafe Think,Smart Max,Compostables,Fullness,60%,1/23/2023 7:52,-
1515691,E25 Cronk Gate,Smart Max,Compostables,Fullness,80%,1/23/2023 8:06,-
1514028,E24 Chiet Hall,Smart Max,Waste,Fullness,80%,1/23/2023 9:00,-
1514023,U25 Anthropology and Art Practice (Landfill),Smart Max,Waste,Fullness,80%,1/23/2023 9:00,-
2503765,E18 Latimer Courtyard,Smart Max,Waste,Fullness,60%,1/23/2023 9:18,-
1516546,West Circle,Smart Max,Compostables,Fullness,80%,1/23/2023 9:23,-
1515746,E23 Glade Path,Smart Max,Waste,Fullness,60%,1/23/2023 9:25,-
1515749,U07 Cal Book Store,Smart Max,Compostables,Fullness,60%,1/23/2023 9:27,-
1516556,U28 Wheeler,Smart Max,Waste,Fullness,60%,1/23/2023 9:32,-
1515785,U02 Spieker Plaza Center,Smart Max,Compostables,Fullness,60%,1/23/2023 9:36,-
1516544,U33 Spieker Plaza,Smart Max,Compostables,Fullness,60%,1/23/2023 9:37,-
1503633,W18 Campanile Way West Entrance,Smart Max,Waste,Fullness,60%,1/23/2023 10:55,-
1516547,E31 South Hall Rd. Near Clock Tower,Smart Max,Waste,Fullness,60%,1/23/2023 11:01,-
1503625,E14 Physics,Smart Max,Waste,Fullness,80%,1/23/2023 11:09,-
1515666,E16 Campanile,Smart Max,Waste,Fullness,60%,1/23/2023 11:13,-
1515678,U20 Sproul Hall UCPD,Smart Max,Waste,Fullness,60%,1/23/2023 11:25,-
1515673,E04 North Gate Entrance,Smart Max,Waste,Fullness,60%,1/23/2023 11:46,-
1515704,E05 V&A Cafe/Etcheverry,Smart Max,Waste,Fullness,80%,1/23/2023 11:56,-
1515681,U02 Spieker Plaza Center,Smart Max,Waste,Fullness,60%,1/23/2023 12:06,-
1503632,W08 University Drive,Smart Max,Waste,Fullness,60%,1/23/2023 12:46,-
1515783,U05 Cesar Chavez,Smart Max,Waste,Fullness,60%,1/23/2023 12:55,-
1515692,U15 Sather Gate,Smart Max,Waste,Fullness,60%,1/23/2023 13:00,-
2503762,E18 Latimer Courtyard,Smart Max,Compostables,Fullness,80%,1/23/2023 13:34,-
1515741,E12 Evans Hall Bus Stop,Smart Max,Waste,Fullness,60%,1/23/2023 13:39,-
1520928,U23 Law Building west of Heyman Terrace,Smart Max,Compostables,Fullness,60%,1/23/2023 13:44,-
1515669,W03 Li Ka Shing Hall,Smart Max,Waste,Fullness,80%,1/23/2023 13:47,-
1503649,W04 Morgan Hall,Smart Max,Compostables,Not Ready,0%,1/24/2023 5:32,-
1520909,U23 Law Building west of Heyman Terrace,Smart Max,Bottles/Cans,Fullness,80%,1/24/2023 5:50,-
2503768,W06 West Circle,Smart Max,Waste,Fullness,60%,1/24/2023 6:31,-
1515667,U18 Dwinelle Walkway,Smart Max,Waste,Fullness,60%,1/24/2023 6:35,-
1515672,U14 Sproul Hall Steps,Smart Max,Waste,Fullness,60%,1/24/2023 6:39,-
2502339,W18 Campanile Way West Entrance,Smart Max,Bottles/Cans,Fullness,60%,1/24/2023 6:40,-
1514007,E21 Cafe Think,Smart Max,Compostables,Not Ready,40%,1/24/2023 6:41,-
1514009,E24 Chiet Hall,Smart Max,Compostables,Not Ready,40%,1/24/2023 6:42,-
1515693,U12 Upper MLK Union,Smart Max,Waste,Fullness,80%,1/24/2023 6:43,-
1515783,U05 Cesar Chavez,Smart Max,Waste,Fullness,60%,1/24/2023 6:49,-
1515686,E05 V&A Cafe/Etcheverry,Smart Max,Compostables,Fullness,60%,1/24/2023 6:49,-
1515694,U11 Golden Bear NE,Smart Max,Waste,Fullness,100%,1/24/2023 7:06,-
1516549,W17 Mulford Hall,Smart Max,Compostables,Fullness,80%,1/24/2023 7:10,-
1516539,W15 Koshland,Smart Max,Compostables,Not Ready,0%,1/24/2023 7:14,-
1515696,U08 MLK Courtyard,Smart Max,Waste,Fullness,80%,1/24/2023 7:16,-
1514010,W05 Brown’s Cafe,Smart Max,Compostables,Fullness,80%,1/24/2023 7:17,-
1515719,W03 Li Ka Shing Hall,Smart Max,Compostables,Fullness,60%,1/24/2023 7:19,-
1503638,W08 University Drive,Smart Max,Bottles/Cans,Fullness,60%,1/24/2023 7:22,-
1515747,U17 Dwinelle Plaza Entry,Smart Max,Waste,Fullness,60%,1/24/2023 7:36,-
1515780,U09 MLK Ramp,Smart Max,Waste,Fullness,60%,1/24/2023 7:40,-
1515711,U07 Cal Book Store,Smart Max,Waste,Fullness,60%,1/24/2023 7:46,-
1515677,U06 Bear's Lair,Smart Max,Waste,Fullness,60%,1/24/2023 7:49,-
1515679,U04 Zellerbach,Smart Max,Waste,Fullness,60%,1/24/2023 7:53,-
1515791,U05 Cesar Chavez,Smart Max,Compostables,Fullness,80%,1/24/2023 7:58,-
1515692,U15 Sather Gate,Smart Max,Waste,Fullness,60%,1/24/2023 7:59,-
1515685,U13 Bancroft Way,Smart Max,Compostables,Fullness,80%,1/24/2023 8:09,-
1515751,U14 Sproul Hall Steps,Smart Max,Compostables,Fullness,60%,1/24/2023 8:13,-
1515786,U15 Sather Gate,Smart Max,Compostables,Fullness,60%,1/24/2023 8:15,-
1515763,E01 California Hall,Smart Max,Bottles/Cans,Fullness,80%,1/24/2023 8:25,-
1503634,E19 South Path Drive,Smart Max,Bottles/Cans,Fullness,80%,1/24/2023 8:30,-
1503624,E22 May Morrison Hall,Smart Max,Waste,Fullness,60%,1/24/2023 8:48,-
1503623,E17 Tan/Campbell,Smart Max,Waste,Fullness,60%,1/24/2023 8:54,-
1515697,E13 Stanley Hall,Smart Max,Waste,Fullness,60%,1/24/2023 8:58,-
1515699,E01 California Hall,Smart Max,Waste,Fullness,60%,1/24/2023 9:07,-
1514026,W11 Moffitt Library @ Press,Smart Max,Waste,Fullness,80%,1/24/2023 9:24,-
1515700,E06 Sutardja Dali Hall/Yali's 1,Smart Max,Waste,Fullness,80%,1/24/2023 9:33,-
1520919,E26  Bechtel West Side,Smart Max,Waste,Fullness,60%,1/24/2023 9:39,-
1503626,W04 Morgan Hall,Smart Max,Waste,Fullness,60%,1/24/2023 10:28,-
1514032,W05 Brown’s Cafe,Smart Max,Waste,Fullness,60%,1/24/2023 10:36,-
1515668,E25 Cronk Gate,Smart Max,Waste,Fullness,60%,1/24/2023 10:44,-
1515818,U04 Zellerbach,Smart Max,Compostables,Fullness,80%,1/24/2023 11:39,-
1515689,U06 Bear's Lair,Smart Max,Compostables,Fullness,60%,1/24/2023 11:41,-
1515745,W12 VLSB/Campanile Way,Smart Max,Waste,Fullness,60%,1/24/2023 11:41,-
1515749,U07 Cal Book Store,Smart Max,Compostables,Not Ready,40%,1/24/2023 11:43,-
1515753,U08 MLK Courtyard,Smart Max,Compostables,Fullness,80%,1/24/2023 11:46,-
1515759,U09 MLK Ramp,Smart Max,Compostables,Fullness,80%,1/24/2023 11:48,-
1515718,U18 Dwinelle Walkway,Smart Max,Compostables,Fullness,60%,1/24/2023 12:00,-
1515758,U17 Dwinelle Plaza Entry,Smart Max,Compostables,Fullness,80%,1/24/2023 12:04,-
1515704,E05 V&A Cafe/Etcheverry,Smart Max,Waste,Fullness,60%,1/24/2023 12:23,-
1514030,U16 Durant Hall,Smart Max,Waste,Fullness,60%,1/24/2023 12:33,-
1515702,U19 Wheeler Walkway,Smart Max,Waste,Fullness,60%,1/24/2023 13:44,-
1516548,W17 Mulford Hall,Smart Max,Waste,Fullness,60%,1/25/2023 4:51,-
1514010,W05 Brown’s Cafe,Smart Max,Compostables,Fullness,80%,1/25/2023 4:53,-
1515688,W01 Lower Crescent,Smart Max,Compostables,Fullness,60%,1/25/2023 5:02,-
1515670,W01 Lower Crescent,Smart Max,Waste,Not Ready,20%,1/25/2023 5:03,-
2503761,W06 West Circle,Smart Max,Compostables,Fullness,60%,1/25/2023 5:11,-
2503768,W06 West Circle,Smart Max,Waste,Not Ready,0%,1/25/2023 5:12,-
1503614,W08 University Drive,Smart Max,Compostables,Fullness,80%,1/25/2023 5:31,-
1503632,W08 University Drive,Smart Max,Waste,Not Ready,40%,1/25/2023 5:32,-
1515700,E06 Sutardja Dali Hall/Yali's 1,Smart Max,Waste,Not Ready,40%,1/25/2023 5:39,-
1515756,E06 Sutardja Dali Hall/Yali's 1,Smart Max,Compostables,Not Ready,40%,1/25/2023 5:41,-
1515754,E07 Sutardja Dai Hall/Yali's 2,Smart Max,Compostables,Not Ready,20%,1/25/2023 5:44,-
1515701,E07 Sutardja Dai Hall/Yali's 2,Smart Max,Waste,Fullness,60%,1/25/2023 5:45,-
1515715,E04 North Gate Entrance,Smart Max,Compostables,Fullness,80%,1/25/2023 5:52,-
1515673,E04 North Gate Entrance,Smart Max,Waste,Fullness,80%,1/25/2023 5:52,-
1520923,E30 Soda Hall NW,Smart Max,Compostables,Not Ready,40%,1/25/2023 5:57,-
1520916,E30 Soda Hall NW,Smart Max,Waste,Fullness,60%,1/25/2023 5:57,-
1515684,E13 Stanley Hall,Smart Max,Compostables,Fullness,80%,1/25/2023 6:10,-
1515697,E13 Stanley Hall,Smart Max,Waste,Not Ready,0%,1/25/2023 6:11,-
1515736,W12 VLSB/Campanile Way,Smart Max,Bottles/Cans,Fullness,80%,1/25/2023 6:26,-
1514014,U16 Durant Hall,Smart Max,Bottles/Cans,Fullness,60%,1/25/2023 6:28,-
1515739,U17 Dwinelle Plaza Entry,Smart Max,Bottles/Cans,Fullness,60%,1/25/2023 6:29,-
1515775,U18 Dwinelle Walkway,Smart Max,Bottles/Cans,Fullness,80%,1/25/2023 6:32,-
1515778,U15 Sather Gate,Smart Max,Bottles/Cans,Fullness,80%,1/25/2023 6:33,-
1515691,E25 Cronk Gate,Smart Max,Compostables,Not Ready,0%,1/25/2023 6:34,-
1515777,U14 Sproul Hall Steps,Smart Max,Bottles/Cans,Fullness,80%,1/25/2023 6:36,-
1514009,E24 Chiet Hall,Smart Max,Compostables,Not Ready,20%,1/25/2023 6:38,-
1514007,E21 Cafe Think,Smart Max,Compostables,Not Ready,20%,1/25/2023 6:40,-
1515779,U13 Bancroft Way,Smart Max,Bottles/Cans,Fullness,80%,1/25/2023 6:41,-
1515738,U05 Cesar Chavez,Smart Max,Bottles/Cans,Fullness,80%,1/25/2023 6:43,-
1515724,U11 Golden Bear Cafe Entry,Smart Max,Bottles/Cans,Fullness,100%,1/25/2023 6:46,-
1516542,E27 Coffee Lab,Smart Max,Compostables,Fullness,80%,1/25/2023 6:49,-
1515743,E02 North Entrance Memorial Glade,Smart Max,Waste,Fullness,80%,1/25/2023 6:51,-
1515686,E05 V&A Cafe/Etcheverry,Smart Max,Compostables,Not Ready,40%,1/25/2023 6:53,-
1515746,E23 Glade Path,Smart Max,Waste,Fullness,100%,1/25/2023 6:55,-
1515750,E02 North Entrance Memorial Glade,Smart Max,Compostables,Fullness,80%,1/25/2023 6:58,-
1514003,W11 Moffitt Library @ Press,Smart Max,Compostables,Fullness,60%,1/25/2023 7:00,-
1503628,E28 Library/Campanile Way,Smart Max,Waste,Fullness,60%,1/25/2023 7:03,-
1520917,E30 Tan Hall North Side,Smart Max,Waste,Not Ready,40%,1/25/2023 7:06,-
1516541,E31 South Hall Rd. Near Clock Tower,Smart Max,Compostables,Fullness,60%,1/25/2023 7:08,-
1516553,E27 Coffee Lab,Smart Max,Waste,Fullness,60%,1/25/2023 7:08,-
1515710,E29 Campanile East,Smart Max,Waste,Fullness,60%,1/25/2023 7:09,-
1514001,U16 Durant Hall,Smart Max,Compostables,Fullness,60%,1/25/2023 7:10,-
1515740,U04 Zellerbach,Smart Max,Bottles/Cans,Fullness,80%,1/25/2023 7:11,-
1503641,E19 South Path Drive,Smart Max,Compostables,Fullness,80%,1/25/2023 7:13,-
1516538,U28 Wheeler,Smart Max,Compostables,Fullness,80%,1/25/2023 7:13,-
1515784,U19 Wheeler Walkway,Smart Max,Compostables,Fullness,60%,1/25/2023 7:15,-
1515722,U09 MLK Ramp,Smart Max,Bottles/Cans,Fullness,80%,1/25/2023 7:16,-
1515787,E01 California Hall,Smart Max,Compostables,Fullness,60%,1/25/2023 7:17,-
1516534,U32 HFA / Hearst Gym - West Side,Smart Max,Bottles/Cans,Fullness,60%,1/25/2023 7:19,-
1515671,"U24 Rice & Bones, Wurster",Smart Max,Waste,Fullness,60%,1/25/2023 7:20,-
1516551,U30 Birge Path,Smart Max,Waste,Fullness,60%,1/25/2023 7:25,-
1503637,E22 May Morrison Hall,Smart Max,Compostables,Fullness,80%,1/25/2023 7:28,-
1515723,E13 Stanley Hall,Smart Max,Bottles/Cans,Fullness,80%,1/25/2023 7:29,-
1515791,U05 Cesar Chavez,Smart Max,Compostables,Not Ready,40%,1/25/2023 7:31,-
1515771,E12 Evans Hall Bus Stop,Smart Max,Bottles/Cans,Fullness,60%,1/25/2023 7:31,-
1520913,U23 Law Building west of Heyman Terrace,Smart Max,Waste,Fullness,60%,1/25/2023 7:32,-
1503642,E14 Physics,Smart Max,Bottles/Cans,Fullness,80%,1/25/2023 7:33,-
1515727,E16 Campanile,Smart Max,Bottles/Cans,Fullness,60%,1/25/2023 7:35,-
1515675,U27 Anthony Hall,Smart Max,Waste,Fullness,60%,1/25/2023 7:39,-
1515726,E15 Bancroft Library,Smart Max,Bottles/Cans,Fullness,80%,1/25/2023 7:41,-
2503767,U26 A&E Sproul,Smart Max,Waste,Fullness,60%,1/25/2023 7:42,-
1515790,U12 Upper MLK Union,Smart Max,Compostables,Fullness,80%,1/25/2023 7:43,-
1515685,U13 Bancroft Way,Smart Max,Compostables,Fullness,100%,1/25/2023 7:45,-
