from_node,to_node,from_label,to_label,distance_m,travel_min,travel_min_raw
40,29,U26 A&E Sproul,E07 Sutardja Dai Hall/Yali's 2,2172.07,18.48,13.5
40,30,U26 A&E Sproul,U07 Cal Book Store,573.96,4.89,3.57
40,31,U26 A&E Sproul,E06 Sutardja Dali Hall/Yali's 1,2172.07,18.48,13.5
40,32,U26 A&E Sproul,E03 University Library,1819.44,15.48,11.31
40,33,U26 A&E Sproul,U33 Spieker Plaza,688.13,5.86,4.28
40,34,U26 A&E Sproul,W17 Mulford Hall,1813.81,15.43,11.27
40,35,U26 A&E Sproul,W16 VLSB Northside,1897.42,16.14,11.79
40,36,U26 A&E Sproul,U28 Wheeler,1801.05,15.32,11.19
40,37,U26 A&E Sproul,E30 Tan Hall North Side,1621.03,13.79,10.07
40,38,U26 A&E Sproul,Hearst Gym Annex,456.09,3.87,2.83
40,39,U26 A&E Sproul,U03 Grade Street,1856.09,15.78,11.53
40,40,U26 A&E Sproul,U26 A&E Sproul,0.0,0.0,0.0
40,41,U26 A&E Sproul,W06 West Circle,1707.58,14.52,10.61
41,0,W06 West Circle,DEPOT,647.83,5.52,4.03
41,1,W06 West Circle,W08 University Drive,115.78,0.99,0.72
41,2,W06 West Circle,E19 South Path Drive,825.1,7.02,5.13
41,3,W06 West Circle,W18 Campanile Way West Entrance,598.27,5.09,3.72
41,4,W06 West Circle,E14 Physics,623.72,5.31,3.88
41,5,W06 West Circle,E14 Physics,623.72,5.31,3.88
41,6,W06 West Circle,U16 Durant Hall,841.69,7.16,5.23
41,7,W06 West Circle,W11 Moffitt Library @ Press,295.62,2.52,1.84
41,8,W06 West Circle,Bechtel East,733.61,6.24,4.56
41,9,W06 West Circle,001 Berkeley Way (Offsite),564.34,4.81,3.51
41,10,W06 West Circle,W11 Moffitt Library @ Press,295.62,2.52,1.84
41,11,W06 West Circle,Bechtel East,733.61,6.24,4.56
41,12,W06 West Circle,W13 Recreational Sport Facility (LF),946.46,8.05,5.88
41,13,W06 West Circle,E25 Cronk Gate,1150.5,9.79,7.15
41,14,W06 West Circle,W02 Crescent,155.24,1.31,0.96
41,15,W06 West Circle,E06 Sutardja Dali Hall/Yali's 1,612.42,5.22,3.81
41,16,W06 West Circle,E29 Campanile East,647.83,5.52,4.03
41,17,W06 West Circle,E16 Campanile,806.54,6.86,5.01
41,18,W06 West Circle,U09 MLK Ramp,1124.65,9.57,6.99
41,19,W06 West Circle,E13 Stanley Hall,799.89,6.8,4.97
41,20,W06 West Circle,U27 Anthony Hall,1528.87,13.01,9.5
41,21,W06 West Circle,E15 Bancroft Library,531.23,4.52,3.3
41,22,W06 West Circle,U05 Cesar Chavez,892.34,7.58,5.54
41,23,W06 West Circle,U17 Dwinelle Plaza Entry,870.49,7.41,5.41
41,24,W06 West Circle,E02 North Entrance Memorial Glade,395.51,3.37,2.46
41,25,W06 West Circle,W12 VLSB/Campanile Way,775.66,6.6,4.82
41,26,W06 West Circle,E02 North Entrance Memorial Glade,395.51,3.37,2.46
41,27,W06 West Circle,E05 V&A Cafe/Etcheverry,591.52,5.04,3.68
41,28,W06 West Circle,E02 North Entrance Memorial Glade,395.51,3.37,2.46
41,29,W06 West Circle,E07 Sutardja Dai Hall/Yali's 2,612.42,5.22,3.81
41,30,W06 West Circle,U07 Cal Book Store,1133.62,9.64,7.04
41,31,W06 West Circle,E06 Sutardja Dali Hall/Yali's 1,612.42,5.22,3.81
41,32,W06 West Circle,E03 University Library,531.23,4.52,3.3
41,33,W06 West Circle,U33 Spieker Plaza,1019.44,8.67,6.33
41,34,W06 West Circle,W17 Mulford Hall,130.76,1.11,0.81
41,35,W06 West Circle,W16 VLSB Northside,189.84,1.62,1.18
41,36,W06 West Circle,U28 Wheeler,750.66,6.38,4.66
41,37,W06 West Circle,E30 Tan Hall North Side,729.64,6.2,4.53
41,38,W06 West Circle,Hearst Gym Annex,1340.98,11.4,8.33
41,39,W06 West Circle,U03 Grade Street,892.34,7.58,5.54
41,40,W06 West Circle,U26 A&E Sproul,1707.58,14.52,10.61
41,41,W06 West Circle,W06 West Circle,0.0,0.0,0.0
